name,building,county,Nearest_Street,latitude,longitude,Building_Sq_Ft,Roof_Sq_Ft
Commercial on Chalk Hill Road,commercial,"Dallas County, Texas",Chalk Hill Road,32.76472031351149,-96.90392482,152048.3856945939,98831.45
Commercial on Chalk Hill Road,commercial,"Dallas County, Texas",Chalk Hill Road,32.763458580864466,-96.90402104,33071.89656410179,21496.73
Retail on Dallas Fort Worth Turnpike,retail,"Dallas County, Texas",Dallas Fort Worth Turnpike,32.762832576853235,-96.9003382,30050.220532161537,19532.64
Commercial on Dallas Fort Worth Turnpike,commercial,"Dallas County, Texas",Dallas Fort Worth Turnpike,32.76284409369541,-96.89938553,37787.09446840917,24561.61
Walmart Supercenter,retail,"Dallas County, Texas",North Cockrell Hill Road,32.76263111254441,-96.89727267,221862.3372550296,144210.52
Retail on North Cockrell Hill Road,retail,"Dallas County, Texas",North Cockrell Hill Road,32.762678981796704,-96.8957837,25712.30824971113,16713.0
Warehouse on Pipestone Road,warehouse,"Dallas County, Texas",Pipestone Road,32.77350279536714,-96.88852399,581638.9967393731,378065.35
Warehouse on French Settlement Road,warehouse,"Dallas County, Texas",French Settlement Road,32.772588821896434,-96.88168065,315021.31065948063,204763.85
Warehouse on French Settlement Road,warehouse,"Dallas County, Texas",French Settlement Road,32.77367162121196,-96.88173173,296059.8428,192438.9
Warehouse on French Settlement Road,warehouse,"Dallas County, Texas",French Settlement Road,32.774526418906675,-96.88424891,286879.41789462254,186471.62
Warehouse on La Reunion Parkway,warehouse,"Dallas County, Texas",La Reunion Parkway,32.77171404311166,-96.88678997,272668.86889819504,177234.76
Warehouse on North Cockrell Hill Road,warehouse,"Dallas County, Texas",North Cockrell Hill Road,32.75083794369605,-96.89258151,58059.35140770408,37738.58
Warehouse on North Cockrell Hill Road,warehouse,"Dallas County, Texas",North Cockrell Hill Road,32.75072360139496,-96.89408259,59937.7027775512,38959.51
Commercial on West Davis Street,commercial,"Dallas County, Texas",West Davis Street,32.75072970157293,-96.89553465,111912.43639024248,72743.08
Fun Movie Grill,commercial,"Dallas County, Texas",Walton Boulevard,32.92468133943153,-96.96649616,79416.11472268129,51620.47
Retail on Market Place Boulevard,retail,"Dallas County, Texas",Market Place Boulevard,32.92265450769417,-96.97735892,149103.78508759817,96917.46
The Home Depot,retail,"Dallas County, Texas",Home Depot Drive,32.92338546716626,-96.98041993,120462.90889836088,78300.89
The Dump Furniture,retail,"Dallas County, Texas",Ranch Trail,32.92406636763809,-96.98309568,183543.07591747944,119303.0
Irving Mall,retail,"Dallas County, Texas",Irving Mall,32.83981016,-96.99666709,844346.5729032558,548825.27
Walmart Supercenter,retail,"Dallas County, Texas",Market Place Boulevard,32.92058366643628,-96.9677412,221142.2057967868,143742.43
Sam's Club,retail,"Dallas County, Texas",Market Place Boulevard,32.920004680996364,-96.96231676,135184.42044851818,87869.87
Retail on North MacArthur Boulevard,retail,"Dallas County, Texas",North MacArthur Boulevard,32.92002291669488,-96.95704733,35210.55454499605,22886.86
Retail on Kinwest Parkway,retail,"Dallas County, Texas",Kinwest Parkway,32.91086332043878,-96.96180857,57071.55239357216,37096.51
Boy Scouts of America National Headquarters,office,"Dallas County, Texas",High Point Drive,32.88593881636872,-96.97019756,35358.03072,22982.72
Retail on South MacArthur Boulevard,retail,"Dallas County, Texas",South MacArthur Boulevard,32.953621387485256,-96.95710548,25359.29877742464,16483.54
Retail on South MacArthur Boulevard,retail,"Dallas County, Texas",South MacArthur Boulevard,32.951679510069106,-96.95887663,22376.20884110156,14544.54
Industrial on East Grand Avenue,industrial,"Dallas County, Texas",East Grand Avenue,32.78804319899876,-96.74978424,785221.7840088495,510394.16
Walmart Supercenter,retail,"Dallas County, Texas",Uptown Boulevard,32.597408457508955,-96.94696369,224068.77753744903,145644.71
Commercial on North Akard Street,commercial,"Dallas County, Texas",North Akard Street,32.78301246350412,-96.80088287,44731.612158861695,29075.55
KDFW-TV / FOX,commercial,"Dallas County, Texas",San Jacinto Street,32.782223887162885,-96.80313169,27756.303817763644,18041.6
The Shed,commercial,"Dallas County, Texas",South Pearl Expressway,32.77769265538826,-96.78864426,31519.29632955749,20487.54
The Market Building,warehouse,"Dallas County, Texas",South Harwood Street,32.77755066679896,-96.79004735,33730.30093634263,21924.7
Industrial on South Ervay Street,industrial,"Dallas County, Texas",South Ervay Street,32.77490716870834,-96.79289625,21674.015652791943,14088.11
Warehouse on Saint Louis Street,warehouse,"Dallas County, Texas",Saint Louis Street,32.77570805,-96.78975957,31276.988115139862,20330.04
DataBank,commercial,"Dallas County, Texas",South Akard Street,32.778301475863216,-96.79843729,43554.29258,28310.29
Commercial on South Akard Street,commercial,"Dallas County, Texas",South Akard Street,32.77860870707887,-96.79997695,37433.22510963685,24331.6
Whitacre Tower,commercial,"Dallas County, Texas",South Akard Street,32.77953193946295,-96.79880677,35553.920518144885,23110.05
Dallas Power & Lights,commercial,"Dallas County, Texas",Browder Street,32.77970939,-96.79796468,37677.33629526596,24490.27
Dallas County Parking Garage D,commercial,"Dallas County, Texas",North Riverfront Boulevard,32.778582347212755,-96.81272686,80553.33331672686,52359.67
Commercial on Continental Avenue,commercial,"Dallas County, Texas",Continental Avenue,32.783235950000005,-96.81701305,32537.23984580941,21149.21
Commercial on Continental Avenue,commercial,"Dallas County, Texas",Continental Avenue,32.78289109988356,-96.81967831,26941.434994241747,17511.93
Commercial on Parkhouse Street,commercial,"Dallas County, Texas",Parkhouse Street,32.78333298,-96.81867173,29883.543626829163,19424.3
Warehouse on Parkhouse Street,warehouse,"Dallas County, Texas",Parkhouse Street,32.78410733964854,-96.81844216,21493.321620890496,13970.66
Commercial on McKinney Avenue,commercial,"Dallas County, Texas",McKinney Avenue,32.78368606551087,-96.80932845,29386.96631866148,19101.53
Factory Six03,commercial,"Dallas County, Texas",Munger Avenue,32.78322827185666,-96.80777635,43221.21738518179,28093.79
Commercial on North Lamar Street,commercial,"Dallas County, Texas",North Lamar Street,32.782814653981006,-96.80579718,22724.05081080716,14770.63
Commercial on North Lamar Street,commercial,"Dallas County, Texas",North Lamar Street,32.78236361278369,-96.80630973,34269.543053253794,22275.2
Oncor,office,"Dallas County, Texas",Woodall Rodgers Freeway,32.78661561855194,-96.80339724,41956.395504666965,27271.66
Commercial on Victory Park Lane,commercial,"Dallas County, Texas",Victory Park Lane,32.78677409451384,-96.8090221,34805.00261005334,22623.25
Commercial on North Olive Street,commercial,"Dallas County, Texas",North Olive Street,32.786031048070434,-96.79761527,31511.68105860055,20482.59
717 Harwood,office,"Dallas County, Texas",North Harwood Street,32.78559241370414,-96.79811253,32297.378776211142,20993.3
Plaza of the Americas,commercial,"Dallas County, Texas",Crockett Street,32.78723984394848,-96.79529227,87212.77699215758,56688.31
Commercial on Bryan Street,commercial,"Dallas County, Texas",Bryan Street,32.78722229151115,-96.79418279,21058.01193688112,13687.71
Trammell Crow Center,commercial,"Dallas County, Texas",Ross Avenue,32.78761615812136,-96.79924565,27315.91785475998,17755.35
The Link,office,"Dallas County, Texas",Olive Street,32.79060903096116,-96.80612493,27296.46233752086,17742.7
Commercial on North Stemmons Freeway,commercial,"Dallas County, Texas",North Stemmons Freeway,32.78786245230646,-96.81425048,78500.99754788977,51025.65
Commercial on Slocum Street,commercial,"Dallas County, Texas",Slocum Street,32.79229970790499,-96.81765954,54011.12877902134,35107.23
Commercial on Dragon Street,commercial,"Dallas County, Texas",Dragon Street,32.79246312099956,-96.81965279,101106.10726970322,65718.97
Industrial on Yorktown Street,industrial,"Dallas County, Texas",Yorktown Street,32.77032188,-96.8330153,82246.00545878464,53459.9
Cash Saver,retail,"Dallas County, Texas",East Ledbetter Drive,32.68553333370259,-96.78812433,52322.534381580495,34009.65
Commercial on South Lancaster Road,commercial,"Dallas County, Texas",South Lancaster Road,32.69610674801482,-96.79453539,30125.22923,19581.4
Commercial on East Ann Arbor Avenue,commercial,"Dallas County, Texas",East Ann Arbor Avenue,32.69806805,-96.79099612,29521.342714938222,19188.87
Warehouse on Forney Road,warehouse,"Dallas County, Texas",Forney Road,32.779263334166096,-96.66858043,411827.3241308305,267687.76
Industrial on Skyline Drive,industrial,"Dallas County, Texas",Skyline Drive,32.7815555,-96.64957725,531549.3079789834,345507.05
Warehouse on Skyline Drive,warehouse,"Dallas County, Texas",Skyline Drive,32.77864698302039,-96.6352457,260674.0974,169438.16
Warehouse on Big Town Boulevard,warehouse,"Dallas County, Texas",Big Town Boulevard,32.78572878543739,-96.67134177,220194.19887440544,143126.23
Warehouse on Big Town Boulevard,warehouse,"Dallas County, Texas",Big Town Boulevard,32.785268200000004,-96.67295685,20830.43567146141,13539.78
Commercial on Catron Drive,commercial,"Dallas County, Texas",Catron Drive,32.78778747517654,-96.67365236,226803.99250943525,147422.6
Warehouse on Samuell Boulevard,warehouse,"Dallas County, Texas",Samuell Boulevard,32.79446565,-96.67760036,444332.8029153257,288816.32
Industrial on South Town East Boulevard,industrial,"Dallas County, Texas",South Town East Boulevard,32.77229657896383,-96.64767365,194645.4465316629,126519.54
Industrial on Bridge to Nowhere,industrial,"Dallas County, Texas",Bridge to Nowhere,32.77453595701401,-96.62639202,405378.4548254738,263496.0
Warehouse on Jupiter Road,warehouse,"Dallas County, Texas",Jupiter Road,32.885104808897324,-96.68454207,277904.5201004977,180637.94
Warehouse on Distribution Drive,warehouse,"Dallas County, Texas",Distribution Drive,32.89080300045587,-96.6920843,215385.46323024388,140000.55
Warehouse on Regency Crest Drive,warehouse,"Dallas County, Texas",Regency Crest Drive,32.88991229140168,-96.69211663,180798.6641662624,117519.13
Warehouse on Petal Street,warehouse,"Dallas County, Texas",Petal Street,32.88379689635672,-96.68664598,253298.9498415728,164644.32
Warehouse on Petal Street,warehouse,"Dallas County, Texas",Petal Street,32.883781003292775,-96.68927472,99848.1980259822,64901.33
Formosa May,warehouse,"Dallas County, Texas",Distribution Drive,32.89089476084419,-96.68928157,115772.76607339656,75252.3
Warehouse on Regency Crest Drive,warehouse,"Dallas County, Texas",Regency Crest Drive,32.889748346688634,-96.68874588,223822.248560778,145484.46
Warehouse on Grader Street,warehouse,"Dallas County, Texas",Grader Street,32.88693129022541,-96.68947046,197541.2865,128401.84
Warehouse on South Jupiter Road,warehouse,"Dallas County, Texas",South Jupiter Road,32.89201275821728,-96.68526057,219340.6373192097,142571.41
Warehouse on Regency Crest Drive,warehouse,"Dallas County, Texas",Regency Crest Drive,32.888023155356414,-96.68428322,165545.1471813373,107604.35
Warehouse on Grader Street,warehouse,"Dallas County, Texas",Grader Street,32.88702136055657,-96.68709396,227693.85661162445,148001.01
Warehouse on South Jupiter Road,warehouse,"Dallas County, Texas",South Jupiter Road,32.88996699,-96.68519502,240817.1479396312,156531.15
Warehouse on Distribution Drive,warehouse,"Dallas County, Texas",Distribution Drive,32.89266188204852,-96.69207448,308920.3801157119,200798.25
Warehouse on West Miller Road,warehouse,"Dallas County, Texas",West Miller Road,32.89392455,-96.69211085,110753.4910419094,71989.77
Warehouse on Sanden Drive,warehouse,"Dallas County, Texas",Sanden Drive,32.89570169674727,-96.69288633,175958.94767237842,114373.32
Commercial on Grader Street,commercial,"Dallas County, Texas",Grader Street,32.884742550000006,-96.68758815,86271.43441421619,56076.43
Commercial on Grader Street,commercial,"Dallas County, Texas",Grader Street,32.88549672730765,-96.68761444,65610.80996,42647.03
Warehouse on West Miller Road,warehouse,"Dallas County, Texas",West Miller Road,32.89387402115771,-96.68616642,100254.2587115214,65165.27
Warehouse on West Miller Road,warehouse,"Dallas County, Texas",West Miller Road,32.893870512812185,-96.68412715,64137.309758720905,41689.25
Warehouse on West Miller Road,warehouse,"Dallas County, Texas",West Miller Road,32.89291957120064,-96.68416815,85661.70473187411,55680.11
Warehouse on West Miller Road,warehouse,"Dallas County, Texas",West Miller Road,32.89292637138809,-96.68615256,127390.86677945202,82804.06
Warehouse on Sanden Drive,warehouse,"Dallas County, Texas",Sanden Drive,32.88854787,-96.69584645,204909.2015898615,133190.98
Warehouse on Sanden Drive,warehouse,"Dallas County, Texas",Sanden Drive,32.891716799217164,-96.69611218,506480.15376393625,329212.1
Warehouse on Sanden Drive,warehouse,"Dallas County, Texas",Sanden Drive,32.88996968189965,-96.69592996,228797.43114100088,148718.33
Park Lane,retail,"Dallas County, Texas",North Central Expressway,32.87317833335528,-96.76813845,201028.8165943567,130668.73
Dallas ISD,commercial,"Dallas County, Texas",North Central Expressway,32.87652266791404,-96.76830043,26489.429526842112,17218.13
8750 NorthPark Central,office,"Dallas County, Texas",North Central Expressway,32.86706342448361,-96.76903686,25792.504129790632,16765.13
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.87508832990376,-96.767814,164726.82795412367,107072.44
Commercial on Conflans Road,commercial,"Dallas County, Texas",Conflans Road,32.82287219999999,-96.9961577,62269.61381603568,40475.25
Commercial on Conflans Road,commercial,"Dallas County, Texas",Conflans Road,32.822871025354274,-96.99547575,61443.07551151173,39938.0
Retail on Forest Drive,retail,"Dallas County, Texas",Forest Drive,32.82765568374745,-96.9953791,33816.528997246765,21980.74
Retail on West Pioneer Drive,retail,"Dallas County, Texas",West Pioneer Drive,32.829806854806826,-96.99549069,59242.38284106001,38507.55
Retail on West Airport Freeway,retail,"Dallas County, Texas",West Airport Freeway,32.83412107893654,-96.99751905,49936.53761,32458.75
Lowe's,retail,"Dallas County, Texas",West Airport Freeway,32.833203527726674,-96.99584889,145665.04530109285,94682.28
The Home Depot,retail,"Dallas County, Texas",West Irving Boulevard,32.83361569419456,-96.99106239,102474.11497062912,66608.17
Office on West Royal Lane,office,"Dallas County, Texas",West Royal Lane,32.894894505795705,-96.96702738,27918.485808119472,18147.02
Office on West John W Carpenter Freeway,office,"Dallas County, Texas",West John W Carpenter Freeway,32.89614587437384,-96.96891006,28859.3773753614,18758.6
Office on SH 114 TEXpress,office,"Dallas County, Texas",SH 114 TEXpress,32.89531240150712,-96.96817305,33997.20593891112,22098.18
Starplex 17,commercial,"Dallas County, Texas",West Pioneer Drive,32.83345674437501,-97.00675302,36360.38035781711,23634.25
Office on Lyndon B Johnson Freeway,office,"Dallas County, Texas",Lyndon B Johnson Freeway,32.926804098107105,-96.81457416,21918.48074852954,14247.01
Commercial on Lyndon B Johnson Freeway,commercial,"Dallas County, Texas",Lyndon B Johnson Freeway,32.92693764151893,-96.81542556,25570.41044537029,16620.77
Target,retail,"Dallas County, Texas",Montfort Drive,32.92820906098617,-96.81355395,126190.07976395157,82023.55
Commercial on Lyndon B Johnson Freeway,commercial,"Dallas County, Texas",Lyndon B Johnson Freeway,32.92820514,-96.81502174,27330.18322712946,17764.62
Two Galleria Tower,office,"Dallas County, Texas",Noel Road,32.930855597638086,-96.81862459,27846.99161,18100.54
