name,building,county,Nearest_Street,latitude,longitude,Building_Sq_Ft,Roof_Sq_Ft,Roof_Sq_M,Annual_kWh,Annual_MWh,Daily_kWh,Households_Powered,Households_1mi,Households_3mi,EV_Stations_1mi,EV_Stations_3mi,Priority_Score
Commercial on Belmont Avenue,commercial,"Dallas County, Texas",Belmont Avenue,32.806672922272696,-96.79064474,39827.46533150356,25887.85,2404.981265,772480.0,772.48,2116.4,58.7,24936,99966,22,127,0.3765
Industrial on Beckleymeade Avenue,industrial,"Dallas County, Texas",Beckleymeade Avenue,32.641605773068164,-96.84585671,813735.2192545652,528927.89,49137.400981,15782933.0,15782.93,43240.9,1200.0,2119,28984,4,11,0.1291
Commercial on Stoneview Drive,commercial,"Dallas County, Texas",Stoneview Drive,32.635194515820594,-96.85897575,397873.8965356404,258618.03,24025.614986999997,7717028.0,7717.03,21142.5,586.8,1745,30589,3,10,0.0737
Commercial on West Danieldale Road,commercial,"Dallas County, Texas",West Danieldale Road,32.633792152921515,-96.86125398,141463.22712142664,91951.1,8542.25719,2743773.0,2743.77,7517.2,208.6,1796,30759,3,10,0.0437
Warehouse on Old Hickory Trail,warehouse,"Dallas County, Texas",Old Hickory Trail,32.63964905,-96.86801995,297833.1821194333,193591.57,17984.656853,5776672.0,5776.67,15826.5,439.2,2871,31998,2,10,0.0785
Warehouse on Old Hickory Trail,warehouse,"Dallas County, Texas",Old Hickory Trail,32.6373514,-96.86921095,667148.1815,433646.32,40285.743128,12939781.0,12939.78,35451.5,983.9,2588,31833,2,10,0.1185
Warehouse on West Danieldale Road,warehouse,"Dallas County, Texas",West Danieldale Road,32.6346504,-96.87023395,1142354.0976986848,742530.16,68981.051864,22156714.0,22156.71,60703.3,1684.7,2441,31615,2,10,0.1733
Commercial on West Danieldale Road,commercial,"Dallas County, Texas",West Danieldale Road,32.63408486697426,-96.86460513,139485.74444400577,90665.73,8422.846317,2705418.0,2705.42,7412.1,205.7,2023,31215,2,10,0.0469
Warehouse on I 35E,warehouse,"Dallas County, Texas",I 35E,32.62930762,-96.82782584,956598.5328937956,621789.05,57764.202745,18553862.0,18553.86,50832.5,1410.7,1122,26699,1,9,0.1314
Warehouse on East Centre Park Boulevard,warehouse,"Dallas County, Texas",East Centre Park Boulevard,32.62683877787206,-96.82934885,558980.7749376755,363337.5,33754.05375,10841802.0,10841.8,29703.6,824.3,1295,26883,1,9,0.0863
Warehouse on Wintergreen Court,warehouse,"Dallas County, Texas",Wintergreen Court,32.62369998246173,-96.82638887,453462.71133929736,294750.76,27382.345604,8795209.0,8795.21,24096.5,668.7,1460,26495,1,9,0.0761
Commercial on East Centre Park Boulevard,commercial,"Dallas County, Texas",East Centre Park Boulevard,32.62314623084323,-96.82948568,465955.20154238434,302870.88,28136.704751999998,9037510.0,9037.51,24760.3,687.2,1726,26906,1,9,0.0816
Industrial on Gardner Road,industrial,"Dallas County, Texas",Gardner Road,32.86344480009167,-96.9037589,41676.6013628232,27089.79,2516.641491,808345.0,808.34,2214.6,61.5,1166,33267,0,20,0.0224
Commercial on Justice Way,commercial,"Dallas County, Texas",Justice Way,32.85502686217963,-96.89320337,55468.96475085006,36054.83,3349.493707,1075857.0,1075.86,2947.6,81.8,1669,29288,2,32,0.0315
Commercial on Ryan Road,commercial,"Dallas County, Texas",Ryan Road,32.87829269536491,-96.91741402,223038.5910373239,144975.08,13468.184931999998,4325981.0,4325.98,11852.0,328.9,1925,33632,0,32,0.0554
Warehouse on Ryan Road,warehouse,"Dallas County, Texas",Ryan Road,32.87697852643047,-96.91585183,41442.1678007072,26937.41,2502.485389,803798.0,803.8,2202.2,61.1,1745,34114,0,29,0.031
Warehouse on Manana Drive,warehouse,"Dallas County, Texas",Manana Drive,32.87314587565177,-96.90878936,130279.1925734002,84681.48,7866.909492,2526851.0,2526.85,6922.9,192.1,1249,35193,1,24,0.0342
Office on Maple Avenue,office,"Dallas County, Texas",Maple Avenue,32.80546217,-96.8165552,33541.55332088466,21802.01,2025.4067289999998,650561.0,650.56,1782.4,49.5,18155,91263,22,138,0.2746
Commercial on Oak Lawn Avenue,commercial,"Dallas County, Texas",Oak Lawn Avenue,32.81585052,-96.8011018,67042.73582426655,43577.78,4048.3757619999997,1300338.0,1300.34,3562.6,98.9,21787,101514,20,136,0.3328
Tennis Complex,commercial,"Dallas County, Texas",North Central Expressway,32.835730899833344,-96.7804914,46368.421195789415,30139.47,2799.956763,899346.0,899.35,2464.0,68.4,9472,102303,2,41,0.1467
Retail on Asbury Avenue,retail,"Dallas County, Texas",Asbury Avenue,32.84333724472742,-96.78754228,33358.35854,21682.93,2014.344197,647007.0,647.01,1772.6,49.2,6698,94683,1,34,0.1038
Commercial on Highland Park Village,commercial,"Dallas County, Texas",Highland Park Village,32.835813258745006,-96.80557294,26127.025183860176,16982.57,1577.6807529999999,506751.0,506.75,1388.4,38.5,5571,91087,1,68,0.0862
Commercial on Highland Park Village,commercial,"Dallas County, Texas",Highland Park Village,32.83522270750209,-96.80613352,21212.30349781464,13788.0,1280.9052,411427.0,411.43,1127.2,31.3,5762,90979,1,71,0.0884
Retail on Mockingbird Lane,retail,"Dallas County, Texas",Mockingbird Lane,32.83583096590503,-96.80671118,33617.395871710934,21851.31,2029.986699,652032.0,652.03,1786.4,49.6,5703,89732,1,68,0.089
Retail on Snider Plaza,retail,"Dallas County, Texas",Snider Plaza,32.84808696370651,-96.78826624,28163.968857894328,18306.58,1700.681282,546259.0,546.26,1496.6,41.5,6222,87326,1,29,0.0961
Commercial on Snider Plaza,commercial,"Dallas County, Texas",Snider Plaza,32.847155666177166,-96.78824714,21761.18085800284,14144.77,1314.049133,422073.0,422.07,1156.4,32.1,6287,88762,1,32,0.0963
Retail on Hillcrest Avenue,retail,"Dallas County, Texas",Hillcrest Avenue,32.844258610600335,-96.78754132,22698.652613187543,14754.12,1370.657748,440255.0,440.26,1206.2,33.5,6624,93196,1,33,0.1015
Commercial on Preston Road,commercial,"Dallas County, Texas",Preston Road,32.837128877163416,-96.80370001,28744.80703123004,18684.12,1735.7547479999998,557524.0,557.52,1527.5,42.4,5198,92006,1,68,0.0809
Commercial on Preston Road,commercial,"Dallas County, Texas",Preston Road,32.86107388580572,-96.80544315,22161.13061674555,14404.73,1338.1994169999998,429830.0,429.83,1177.6,32.7,5050,63302,1,24,0.0779
Commercial on Preston Road,commercial,"Dallas County, Texas",Preston Road,32.86095903368447,-96.80475629,35138.72524169659,22840.17,2121.851793,681539.0,681.54,1867.2,51.8,5180,64028,1,25,0.0814
Commercial on Weldon Howell Parkway,commercial,"Dallas County, Texas",Weldon Howell Parkway,32.86185321383861,-96.80598655,20407.91897460616,13265.15,1232.332435,395825.0,395.82,1084.5,30.1,4920,62038,1,24,0.0758
Warehouse on Grady Niblo Road,warehouse,"Dallas County, Texas",Grady Niblo Road,32.69194971813622,-96.95358482,647560.0317,420914.02,39102.912458,12559855.0,12559.86,34410.6,955.0,985,16328,0,4,0.0923
Warehouse on Grady Niblo Road,warehouse,"Dallas County, Texas",Grady Niblo Road,32.691928629432766,-96.95694907,629278.5052489843,409031.03,37998.982687,12205273.0,12205.27,33439.1,928.0,1018,16812,0,5,0.0906
Warehouse on Mountain Creek Parkway,warehouse,"Dallas County, Texas",Mountain Creek Parkway,32.68528545563377,-96.96587992,240837.8154522737,156544.58,14542.991481999998,4671209.0,4671.21,12797.8,355.2,1245,20103,1,4,0.0474
Commercial on Mountain Creek Parkway,commercial,"Dallas County, Texas",Mountain Creek Parkway,32.67488996243608,-96.969329,133806.15755527175,86974.0,8079.884599999999,2595259.0,2595.26,7110.3,197.3,1355,20637,1,4,0.0362
Commercial on Mountain Creek Parkway,commercial,"Dallas County, Texas",Mountain Creek Parkway,32.67568430136798,-96.96957684,31549.30911720375,20507.05,1905.1049449999998,611920.0,611.92,1676.5,46.5,1342,20731,1,4,0.0238
Warehouse on Mountain Creek Parkway,warehouse,"Dallas County, Texas",Mountain Creek Parkway,32.67612138524224,-96.96502069,869958.6307968264,565473.11,52532.451919,16873424.0,16873.42,46228.6,1283.0,1228,19930,1,4,0.1226
Warehouse on Merrifield Road,warehouse,"Dallas County, Texas",Merrifield Road,32.679929418733614,-96.96269519,660107.3495,429069.78,39860.582562,12803219.0,12803.22,35077.3,973.5,1133,19350,1,4,0.096
Industrial on Mountain Creek Parkway,industrial,"Dallas County, Texas",Mountain Creek Parkway,32.68516026255888,-96.96211603,760529.9628730876,494344.48,45924.602192,14750982.0,14750.98,40413.6,1121.6,1127,18861,1,5,0.1079
Warehouse on Mountain Creek Parkway,warehouse,"Dallas County, Texas",Mountain Creek Parkway,32.68298116355062,-96.96624355,269141.4268827228,174941.93,16252.105296999998,5220176.0,5220.18,14301.9,396.9,1238,20234,1,4,0.0507
Warehouse on Mountain Creek Parkway,warehouse,"Dallas County, Texas",Mountain Creek Parkway,32.68040760709938,-96.9669161,207036.21656403737,134573.54,12501.881866,4015604.0,4015.6,11001.7,305.3,1253,20354,1,4,0.0435
Warehouse on Mountain Creek Parkway,warehouse,"Dallas County, Texas",Mountain Creek Parkway,32.677952916096864,-96.96814447,445050.7332789052,289282.98,26874.388841999997,8632054.0,8632.05,23649.5,656.3,1288,20544,1,4,0.0725
Warehouse on Mountain Creek Parkway,warehouse,"Dallas County, Texas",Mountain Creek Parkway,32.690995469671435,-96.96147425,35501.4130583056,23075.92,2143.752968,688573.0,688.57,1886.5,52.4,1158,18267,0,6,0.0215
Warehouse on Mountain Creek Parkway,warehouse,"Dallas County, Texas",Mountain Creek Parkway,32.69418433,-96.96146118,122056.12786978106,79336.48,7370.3589919999995,2367359.0,2367.36,6485.9,180.0,1210,18029,0,6,0.0327
Warehouse on North Cockrell Hill Road,warehouse,"Dallas County, Texas",North Cockrell Hill Road,32.75430302025042,-96.89510397,366659.6061909439,238328.74,22140.739945999998,7111606.0,7111.61,19483.9,540.7,2550,32089,2,14,0.082
Warehouse on North Cockrell Hill Road,warehouse,"Dallas County, Texas",North Cockrell Hill Road,32.75200955289572,-96.89399613,221304.4450027764,143847.89,13363.468981,4292346.0,4292.35,11759.9,326.4,2949,33272,2,14,0.0705
Industrial on Van Horn Drive,industrial,"Dallas County, Texas",Van Horn Drive,32.637585053310595,-96.7697713,541640.4541550209,352066.3,32706.95927,10505475.0,10505.48,28782.1,798.8,601,16966,0,3,0.0739
Industrial on Balmorhea Drive,industrial,"Dallas County, Texas",Balmorhea Drive,32.63591885000001,-96.77232855,911039.2670297008,592175.52,55013.105808,17670210.0,17670.21,48411.5,1343.5,732,17315,0,3,0.1201
Whole Foods Market,retail,"Dallas County, Texas",North MacArthur Boulevard,32.901279996852786,-96.9602474,42860.30100055364,27859.2,2588.11968,831304.0,831.3,2277.5,63.2,5252,35788,9,42,0.0834
Commercial on Emerson Avenue,commercial,"Dallas County, Texas",Emerson Avenue,32.84966928839405,-96.80814588,24564.98062065721,15967.24,1483.3565959999999,476454.0,476.45,1305.4,36.2,5613,73903,2,41,0.0866
Commercial on Willowbrook Road,commercial,"Dallas County, Texas",Willowbrook Road,32.86391647537406,-96.88314997,40390.05521933651,26253.54,2438.953866,783392.0,783.39,2146.3,59.6,6081,29948,2,25,0.0955
Walmart Supercenter,retail,"Dallas County, Texas",Webb Chapel Road,32.86224382501027,-96.85693278,86699.97362068761,56354.98,5235.377642,1681603.0,1681.6,4607.1,127.9,7862,34246,1,33,0.1276
The Home Depot,retail,"Dallas County, Texas",Elam Road,32.72119806860505,-96.61864445,117280.9782174288,76232.64,7082.012256,2274742.0,2274.74,6232.2,173.0,3384,26131,0,5,0.0645
Commercial on Milmore Street,commercial,"Dallas County, Texas",Milmore Street,32.74391965374208,-96.98809835,22238.871051653743,14455.27,1342.894583,431338.0,431.34,1181.7,32.8,2687,23865,3,10,0.0427
Sunbelt,warehouse,"Dallas County, Texas",South Valley Parkway,32.99122647008191,-97.01360047,1015548.297581361,660106.39,61323.883631,19697231.0,19697.23,53965.0,1497.7,3141,37088,1,14,0.1685
Fiesta Mart,retail,"Dallas County, Texas",West Pleasant Run Road,32.602724432509504,-96.7873078,51272.44337484454,33327.09,3096.0866609999994,994463.0,994.46,2724.6,75.6,4357,17137,0,6,0.0711
Retail on West Pleasant Run Road,retail,"Dallas County, Texas",West Pleasant Run Road,32.606080543359546,-96.77938342,24207.150541718915,15734.65,1461.748985,469514.0,469.51,1286.3,35.7,4603,15719,1,6,0.0715
Retail on North Bluegrove Road,retail,"Dallas County, Texas",North Bluegrove Road,32.59074453272359,-96.78661292,40860.42947765254,26559.28,2467.3571119999997,792515.0,792.52,2171.3,60.3,2050,17102,0,6,0.0355
Warehouse on Market Street,warehouse,"Dallas County, Texas",Market Street,32.88236,-96.66963105,128845.06325824284,83749.29,7780.3090409999995,2499035.0,2499.04,6846.7,190.0,2223,45849,2,6,0.0486
Warehouse on Market Street,warehouse,"Dallas County, Texas",Market Street,32.883934750000016,-96.66930615,82005.01852029629,53303.26,4951.872854,1590542.0,1590.54,4357.6,120.9,1781,46160,2,6,0.0364
Warehouse on Market Street,warehouse,"Dallas County, Texas",Market Street,32.88519783914426,-96.66754053,86079.84403299993,55951.9,5197.93151,1669576.0,1669.58,4574.2,126.9,1877,45828,1,6,0.0383
Commercial on West Polo Road,commercial,"Dallas County, Texas",West Polo Road,32.65760576145452,-97.02866306,29834.518244091,19392.44,1801.557676,578660.0,578.66,1585.4,44.0,4341,28020,0,17,0.0683
Office on Chapel Oaks Drive,office,"Dallas County, Texas",Chapel Oaks Drive,32.93092819405577,-96.98717536,53679.58737671937,34891.73,3241.441717,1041151.0,1041.15,2852.5,79.2,1593,28588,3,19,0.0302
Office on Cypress Waters Boulevard,office,"Dallas County, Texas",Cypress Waters Boulevard,32.92714359,-96.98907466,55742.39213,36232.55,3366.0038950000003,1081160.0,1081.16,2962.1,82.2,1495,26708,5,20,0.029
Cinemark Movies 16,retail,"Dallas County, Texas",West Westchester Parkway,32.67316690028954,-97.00870615,42779.56149569695,27806.71,2583.2433589999996,829738.0,829.74,2273.3,63.1,3522,31164,4,17,0.0576
Retail on Westchase Road,retail,"Dallas County, Texas",Westchase Road,32.67241269623069,-97.00807629,56666.23196996662,36833.05,3421.7903450000003,1099079.0,1099.08,3011.2,83.6,3484,30814,4,17,0.0587
Commercial on Chemsearch Boulevard,commercial,"Dallas County, Texas",Chemsearch Boulevard,32.842451492563185,-96.92362849,20500.74983770729,13325.49,1237.938021,397626.0,397.63,1089.4,30.2,3115,31803,0,22,0.0489
Warehouse on Mustang Road,warehouse,"Dallas County, Texas",Mustang Road,32.91180222,-96.9058675,204043.8875208864,132628.53,12321.190437,3957566.0,3957.57,10842.6,300.9,1424,30293,2,20,0.0457
Industrial on Lyndon B Johnson Freeway,industrial,"Dallas County, Texas",Lyndon B Johnson Freeway,32.64091925,-96.81604135,190944.60939062107,124114.0,11530.1906,3703497.0,3703.5,10146.6,281.6,2102,24504,1,9,0.0542
Industrial on Corporate Drive,industrial,"Dallas County, Texas",Corporate Drive,32.638882053569056,-96.81446958,214576.3941118045,139474.66,12957.195914,4161851.0,4161.85,11402.3,316.4,1701,24531,1,9,0.0511
Industrial on Danieldale Road,industrial,"Dallas County, Texas",Danieldale Road,32.63411605200622,-96.81296603,336458.70730416744,218698.16,20317.059064,6525839.0,6525.84,17879.0,496.2,1244,25081,1,7,0.0589
Industrial on South Pointe Drive,industrial,"Dallas County, Texas",South Pointe Drive,32.63642,-96.81269455,630349.7595,409727.34,38063.669886,12226051.0,12226.05,33496.0,929.6,1396,24797,1,8,0.0964
Retail on West Buckingham Road,retail,"Dallas County, Texas",West Buckingham Road,32.931828589659375,-96.64978396,48658.81871228858,31628.23,2938.2625669999998,943770.0,943.77,2585.7,71.8,5656,43994,0,4,0.0901
Retail on West Buckingham Road,retail,"Dallas County, Texas",West Buckingham Road,32.92930002746164,-96.6500009,48710.898615226535,31662.08,2941.407232,944780.0,944.78,2588.4,71.8,5301,43850,1,4,0.0849
Retail on West Buckingham Road,retail,"Dallas County, Texas",West Buckingham Road,32.93010047749346,-96.65102534,22781.27219167425,14807.83,1375.647407,441858.0,441.86,1210.6,33.6,5509,44091,1,4,0.0848
Commercial on Horton Way,commercial,"Dallas County, Texas",Horton Way,32.955288612056414,-96.61687593,25101.00147730905,16315.65,1515.7238849999999,486851.0,486.85,1333.8,37.0,3284,34611,0,9,0.052
Commercial on Lavon Drive,commercial,"Dallas County, Texas",Lavon Drive,32.956250853578545,-96.61625173,46130.67920910679,29984.94,2785.6009259999996,894735.0,894.74,2451.3,68.0,3153,34389,0,9,0.0525
Commercial on Lavon Drive,commercial,"Dallas County, Texas",Lavon Drive,32.95730586201347,-96.61552065,40909.85585,26591.41,2470.341989,793474.0,793.47,2173.9,60.3,3027,34154,0,9,0.05
Retail on Cedar Sage Drive,retail,"Dallas County, Texas",Cedar Sage Drive,32.95394989089134,-96.61253291,22036.723325976967,14323.87,1330.687523,427417.0,427.42,1171.0,32.5,3161,33521,0,7,0.0498
Retail on Cedar Sage Drive,retail,"Dallas County, Texas",Cedar Sage Drive,32.95282011421988,-96.61026209,21482.38687,13963.55,1297.213795,416665.0,416.66,1141.5,31.7,3160,32949,0,6,0.0497
Retail on Cedar Sage Drive,retail,"Dallas County, Texas",Cedar Sage Drive,32.95283423673208,-96.61167073,34834.88967635402,22642.68,2103.5049719999997,675646.0,675.65,1851.1,51.4,3198,33336,0,6,0.0518
Retail on Coneflower Drive,retail,"Dallas County, Texas",Coneflower Drive,32.95300264024392,-96.61266442,64192.00704610543,41724.8,3876.23392,1245046.0,1245.05,3411.1,94.7,3238,33599,0,7,0.056
Retail on Coneflower Drive,retail,"Dallas County, Texas",Coneflower Drive,32.952330224932126,-96.61213094,22307.474238929422,14499.86,1347.036994,432668.0,432.67,1185.4,32.9,3264,33475,0,6,0.0513
Retail on Cedar Sage Drive,retail,"Dallas County, Texas",Cedar Sage Drive,32.952360101477026,-96.61078289,46239.85446984944,30055.91,2792.194039,896853.0,896.85,2457.1,68.2,3194,33101,0,6,0.0531
Retail on Coneflower Drive,retail,"Dallas County, Texas",Coneflower Drive,32.95203094461245,-96.61340885,54155.96627132713,35201.38,3270.208202,1050391.0,1050.39,2877.8,79.9,3370,33837,0,6,0.0567
Retail on Town Center Boulevard,retail,"Dallas County, Texas",Town Center Boulevard,32.951604685659035,-96.61245406,60429.57177718991,39279.22,3649.039538,1172071.0,1172.07,3211.2,89.1,3347,33585,0,6,0.0571
Office on Wittington Place,office,"Dallas County, Texas",Wittington Place,32.91590206282603,-96.91401301,55227.524937655646,35897.89,3334.9139809999997,1071174.0,1071.17,2934.7,81.4,861,34015,2,24,0.0195
Kroger,retail,"Dallas County, Texas",State Highway 78,32.96886668507407,-96.60376798,69436.76298240143,45133.9,4192.93931,1346772.0,1346.77,3689.8,102.4,3303,30981,0,7,0.0576
Warehouse on South Jupiter Road,warehouse,"Dallas County, Texas",South Jupiter Road,32.89393514011809,-96.6821236,38599.09665441329,25089.41,2330.806189,748655.0,748.66,2051.1,56.9,1364,55512,0,6,0.025
Warehouse on West Miller Road,warehouse,"Dallas County, Texas",West Miller Road,32.893941340249974,-96.68021905,104505.50560588152,67928.58,6310.565082,2026954.0,2026.95,5553.3,154.1,1374,54625,0,6,0.033
Warehouse on Hightower Drive,warehouse,"Dallas County, Texas",Hightower Drive,32.89398295,-96.6765405,33204.02438301247,21582.62,2005.0253979999998,644014.0,644.01,1764.4,49.0,1448,52941,0,6,0.0256
Warehouse on Hightower Drive,warehouse,"Dallas County, Texas",Hightower Drive,32.89339405000001,-96.6765434,33385.158374717415,21700.35,2015.9625149999997,647527.0,647.53,1774.0,49.2,1433,52755,0,6,0.0254
Warehouse on Hightower Drive,warehouse,"Dallas County, Texas",Hightower Drive,32.89280645000001,-96.6765463,33057.46589359038,21487.35,1996.1748149999999,641171.0,641.17,1756.6,48.8,1418,52561,0,6,0.0251
Warehouse on Hightower Drive,warehouse,"Dallas County, Texas",Hightower Drive,32.89222327507117,-96.67654916,32885.20810846493,21375.39,1985.7737309999998,637831.0,637.83,1747.5,48.5,1403,52361,0,6,0.0249
Warehouse on Hightower Drive,warehouse,"Dallas County, Texas",Hightower Drive,32.89164007492733,-96.67655199,33060.70727892207,21489.46,1996.3708339999998,641234.0,641.23,1756.8,48.8,1389,52157,0,6,0.0247
Warehouse on Hightower Drive,warehouse,"Dallas County, Texas",Hightower Drive,32.89098065,-96.67655525,41505.00401871797,26978.25,2506.2794249999997,805017.0,805.02,2205.5,61.2,1373,51923,1,6,0.0254
Commercial on West Miller Road,commercial,"Dallas County, Texas",West Miller Road,32.89392248205531,-96.67510596,24644.94735014078,16019.22,1488.185538,478005.0,478.0,1309.6,36.3,1488,51999,0,6,0.0251
Commercial on West Miller Road,commercial,"Dallas County, Texas",West Miller Road,32.893716500000004,-96.67411835,39852.73960053346,25904.28,2406.507612,772970.0,772.97,2117.7,58.8,1514,51281,0,6,0.0273
Warehouse on South Jupiter Road,warehouse,"Dallas County, Texas",South Jupiter Road,32.877866821901264,-96.68221407,64761.41971789006,42094.92,3910.6180679999998,1256091.0,1256.09,3441.3,95.5,5436,49321,2,7,0.0888
Warehouse on West Kingsley Road,warehouse,"Dallas County, Texas",West Kingsley Road,32.877466883979764,-96.68139765,131000.8630484526,85150.56,7910.487023999999,2540848.0,2540.85,6961.2,193.2,5426,48552,2,7,0.0966
Warehouse on West Kingsley Road,warehouse,"Dallas County, Texas",West Kingsley Road,32.87700429951598,-96.68004392,236747.6557753558,153885.98,14296.007542000001,4591878.0,4591.88,12580.5,349.1,5380,47501,2,6,0.1086
Warehouse on West Kingsley Road,warehouse,"Dallas County, Texas",West Kingsley Road,32.87683062,-96.67809292,532778.4880662047,346306.02,32171.829258,10333592.0,10333.59,28311.2,785.7,5224,46572,2,6,0.1417
Warehouse on West Kingsley Road,warehouse,"Dallas County, Texas",West Kingsley Road,32.87693424622661,-96.67551807,333032.3376828731,216471.02,20110.157757999998,6459383.0,6459.38,17696.9,491.1,4864,45706,2,6,0.1124
Waste Management Garland Recycling,warehouse,"Dallas County, Texas",McCree Road,32.8742907,-96.67602688,165612.90083735436,107648.39,10000.535431,3212172.0,3212.17,8800.5,244.2,5413,44764,2,6,0.1005
Warehouse on McCree Road,warehouse,"Dallas County, Texas",McCree Road,32.87294402927717,-96.67216871,1043899.7811326924,678534.86,63035.888494,20247127.0,20247.13,55471.6,1539.5,5177,44904,2,6,0.2023
Commercial on South Shiloh Road,commercial,"Dallas County, Texas",South Shiloh Road,32.87195125541525,-96.66616031,31044.017105380342,20178.61,1874.592869,602119.0,602.12,1649.6,45.8,4987,45576,1,5,0.0781
Commercial on South Shiloh Road,commercial,"Dallas County, Texas",South Shiloh Road,32.873259989483245,-96.66679798,71938.17469672853,46759.81,4343.986349,1395288.0,1395.29,3822.7,106.1,4761,45530,1,7,0.0796
Commercial on Oakland Avenue,commercial,"Dallas County, Texas",Oakland Avenue,32.875198425170154,-96.67335437,34527.38773394056,22442.8,2084.93612,669681.0,669.68,1834.7,50.9,4907,44845,2,5,0.0773
Commercial on Oakland Avenue,commercial,"Dallas County, Texas",Oakland Avenue,32.877032495544526,-96.67387516,45510.09539410325,29581.56,2748.126924,882698.0,882.7,2418.4,67.1,4607,45299,2,8,0.0741
Commercial on West Kingsley Road,commercial,"Dallas County, Texas",West Kingsley Road,32.877935378378645,-96.6734206,112418.7776,73072.21,6788.408309,2180437.0,2180.44,5973.8,165.8,4320,45498,2,7,0.0779
Commercial on West Kingsley Road,commercial,"Dallas County, Texas",West Kingsley Road,32.87833778084163,-96.67186429,43341.018463211134,28171.66,2617.147214,840628.0,840.63,2303.1,63.9,3974,45272,2,7,0.0644
Commercial on West Kingsley Road,commercial,"Dallas County, Texas",West Kingsley Road,32.87833994911494,-96.67104432,63927.93043222648,41553.15,3860.287635,1239924.0,1239.92,3397.1,94.3,3865,45149,2,7,0.0653
Commercial on Oakland Avenue,commercial,"Dallas County, Texas",Oakland Avenue,32.87679277112638,-96.6725492,119735.6876261007,77828.2,7230.23978,2322353.0,2322.35,6362.6,176.6,4486,45005,2,8,0.0812
Commercial on Oakland Avenue,commercial,"Dallas County, Texas",Oakland Avenue,32.87664462359013,-96.66762312,20955.79286649581,13621.27,1265.415983,406452.0,406.45,1113.6,30.9,4005,45306,1,7,0.0622
Commercial on Oakland Avenue,commercial,"Dallas County, Texas",Oakland Avenue,32.8765964,-96.66863845,21987.48537347731,14291.87,1327.714723,426462.0,426.46,1168.4,32.4,4113,45224,2,7,0.0639
Commercial on Oakland Avenue,commercial,"Dallas County, Texas",Oakland Avenue,32.87659245396164,-96.66894086,23005.256686455672,14953.42,1389.172718,446202.0,446.2,1222.5,33.9,4144,45196,2,7,0.0645
Envoy Air west building,office,"Dallas County, Texas",Regent Boulevard,32.92824990042342,-97.0043795,38273.371073626666,24877.69,2311.137401,742337.0,742.34,2033.8,56.4,1311,16938,6,20,0.0241
Envoy Air east building,office,"Dallas County, Texas",Regent Boulevard,32.92777009262386,-97.00355647,38920.77010340588,25298.5,2350.23065,754894.0,754.89,2068.2,57.4,1326,17480,6,20,0.0244
Walmart Supercenter,retail,"Dallas County, Texas",North Highway 175,32.649841007902474,-96.53399658,185856.5152172702,120806.73,11222.945216999999,3604810.0,3604.81,9876.2,274.1,695,5580,0,2,0.0326
Industrial on Arkansas Lane,industrial,"Dallas County, Texas",Arkansas Lane,32.70776391,-97.02844939,857418.6376779999,557322.11,51775.224018999994,16630202.0,16630.2,45562.2,1264.5,3410,42974,4,19,0.1536
Industrial on Ellis Court,industrial,"Dallas County, Texas",Ellis Court,32.70795630820734,-97.03126776,604318.2721193393,392806.88,36491.759152,11721153.0,11721.15,32112.7,891.2,3074,43704,4,19,0.1182
Walmart Supercenter,commercial,"Dallas County, Texas",South State Highway 161,32.70705036667974,-97.02085523,191520.0210908244,124488.01,11564.936129,3714657.0,3714.66,10177.1,282.4,4617,39858,4,22,0.0918
At Home,retail,"Dallas County, Texas",Skillman Street,32.86287644273086,-96.7525846,104634.23037523568,68012.25,6318.338025,2029450.0,2029.45,5560.1,154.3,16072,70707,2,14,0.2521
Warehouse on West Bethel Road,warehouse,"Dallas County, Texas",West Bethel Road,32.9508595,-97.0163208,145186.6010191341,94371.29,8767.092841,2815990.0,2815.99,7715.0,214.1,1274,16405,0,17,0.0364
Warehouse on Freeport Parkway,warehouse,"Dallas County, Texas",Freeport Parkway,32.952950249999994,-97.0164004,142485.81745518072,92615.78,8604.005962,2763607.0,2763.61,7571.5,210.1,1346,17124,0,17,0.0371
Warehouse on Freeport Parkway,warehouse,"Dallas County, Texas",Freeport Parkway,32.95084947931078,-97.01490333,129399.75055648045,84109.84,7813.804136,2509794.0,2509.79,6876.1,190.8,1328,16744,0,15,0.0353
Elliott's Hardware,retail,"Dallas County, Texas",East Kearney Street,32.769866099164666,-96.59837819,33258.33301154485,21617.92,2008.3047679999997,645067.0,645.07,1767.3,49.0,4252,29472,1,6,0.0674
Central Tower,office,"Dallas County, Texas",North O'Connor Boulevard,32.871188266617544,-96.93884139,29602.43575088801,19241.58,1787.542782,574159.0,574.16,1573.0,43.7,6808,37649,13,38,0.105
East Tower,office,"Dallas County, Texas",North O'Connor Boulevard,32.87067139251846,-96.93797827,28068.036861411754,18244.22,1694.888038,544398.0,544.4,1491.5,41.4,6874,37466,13,38,0.1058
West Tower,office,"Dallas County, Texas",North O'Connor Boulevard,32.87055938559516,-96.9396004,28227.63494379035,18347.96,1704.5254839999998,547494.0,547.49,1500.0,41.6,6856,38366,13,38,0.1056
Commercial on Waterwood Drive,commercial,"Dallas County, Texas",Waterwood Drive,32.98173168,-96.70988162,33843.39085,21998.2,2043.63278,656415.0,656.42,1798.4,49.9,4406,43074,11,41,0.0697
